1	0.0000044000
2	-0.0000121456
3	-0.0000044032
4	-0.0000044024
5	-0.0000044102
6	0.0000120374
7	-0.0000019761
8	-0.0000034747
9	0.0000071645
10	-0.0000027398
11	0.0000034919
12	0.0000009017
13	-0.0000054187
14	0.0000000000
15	-0.0000121276
16	-0.0000019763
17	-0.0000054460
18	0.0000079758
19	-0.0000012468
20	0.0000079705
21	-0.0000096661
22	0.0000034740
23	0.0000061088
24	0.0000068560
25	0.0000061183
26	-0.0000096417
27	0.0000008972
28	0.0000164218
29	0.0000163772
30	-0.0000164035
31	0.0000163749
32	0.0000046869
33	-0.0000164072
34	0.0000163397
35	0.0000071739
36	-0.0000021703
37	0.0000092656
38	-0.0000092803
39	-0.0000092590
40	0.0000092506
41	-0.0000163068
42	0.0000034173
43	0.0000071714
44	0.0000033864
45	-0.0000121245
46	0.0000033906
47	-0.0000121892
48	0.0000000000
49	-0.0000121258
50	-0.0000047122
51	0.0000071691
52	-0.0000021680
53	0.0000008967
54	-0.0000083658
55	0.0000071658
56	0.0000044533
57	-0.0000096415
58	-0.0000121873
59	0.0000099767
60	0.0000044611
61	-0.0000096571
62	0.0000096137
63	0.0000123564
64	-0.0000021705
65	-0.0000096472
66	-0.0000019746
67	0.0000044627
68	-0.0000021695
69	0.0000044626
70	0.0000074220
71	-0.0000121811
72	-0.0000021689
73	-0.0000071711
74	0.0000044643
75	-0.0000021693
76	0.0000071610
77	0.0000071767
78	0.0000060519
79	-0.0000122113
80	0.0000044529
81	0.0000071821
82	-0.0000088414
83	-0.0000088579
84	-0.0000046999
85	0.0000046869
86	0.0000047242
87	-0.0000088365
88	-0.0000021696
89	-0.0000033895
90	0.0000047057
91	0.0000071821
92	0.0000033876
93	-0.0000021675
94	-0.0000092838
95	0.0000033842
96	0.0000100382
97	0.0000129045
98	0.0000044527
99	0.0000044541
100	-0.0000104782
101	0.0000071727
102	-0.0000157062
103	-0.0000122803
104	-0.0000122913
105	0.0000088185
106	-0.0000113369
107	-0.0000056607
108	0.0000043997
109	0.0000044009
110	-0.0000078524
111	-0.0000078673
112	-0.0000056743
113	-0.0000096392
114	-0.0000096603
115	-0.0000044016
116	0.0000020870
117	0.0000011717
118	-0.0000044012
119	0.0000020820
120	0.0000020919
121	0.0000047214
122	-0.0000096286
123	0.0000011722
124	-0.0000038836
125	0.0000011717
126	0.0000044693
127	-0.0000011721
128	0.0000011713
129	0.0000011696
130	-0.0000038968
131	0.0000011721
132	-0.0000096385
133	0.0000096376
134	0.0000066196
135	-0.0000031856
136	-0.0000031918
137	0.0000011714
138	0.0000046887
139	0.0000079943
140	0.0000011714
141	0.0000044550
142	0.0000046871
143	-0.0000053762
144	0.0000047033
145	-0.0000045516
146	-0.0000045513
147	0.0000079104
148	0.0000065951
149	0.0000065929
150	-0.0000066137
151	0.0000021569
152	0.0000043505
153	-0.0000008542
154	0.0000011713
155	0.0000008549
156	-0.0000045581
157	-0.0000045572
158	0.0000000000
159	-0.0000008667
160	-0.0000031780
161	-0.0000031914
162	0.0000065869
163	0.0000047483
164	0.0000047510
165	0.0000043604
166	0.0000032069
167	0.0000031673
168	-0.0000045557
169	0.0000031644
170	0.0000066175
171	-0.0000031896
172	-0.0000032978
173	0.0000006455
174	0.0000013286
175	-0.0000032863
176	-0.0000006438
177	0.0000006541
178	0.0000000000
179	0.0000006440
180	0.0000006516
181	0.0000044664
182	-0.0000026710
183	-0.0000032800
184	0.0000044631
185	0.0000031858
186	0.0000049929
187	0.0000000000
188	0.0000000000
189	0.0000000000
190	-0.0000070562
191	-0.0000107130
192	0.0000000000
193	0.0000037111
194	0.0000000000
195	-0.0000036877
196	-0.0000070415
197	0.0000074569
198	-0.0000070458
199	0.0000041144
200	0.0000016088
