1	0.0000279262
2	0.0000071196
3	0.0000179355
4	-0.0000279477
5	-0.0000280096
6	0.0000179347
7	-0.0000279535
8	-0.0000280789
9	0.0000244965
10	0.0000002061
11	0.0000245530
12	0.0000067041
13	-0.0000279491
14	0.0000066695
15	0.0000001473
16	0.0000001793
17	0.0000179370
18	-0.0000279284
19	-0.0000279765
20	-0.0000245922
21	0.0000204230
22	0.0000071096
23	-0.0000067069
24	0.0000067002
25	0.0000055407
26	-0.0000055663
27	-0.0000059151
28	-0.0000059229
29	0.0000001780
30	0.0000001973
31	-0.0000065939
32	0.0000055005
33	0.0000055483
34	0.0000001771
35	0.0000001795
36	-0.0000001564
37	-0.0000065898
38	0.0000055651
39	-0.0000065707
40	-0.0000065933
41	0.0000001703
42	0.0000059213
43	-0.0000059710
44	0.0000058984
45	-0.0000059524
46	-0.0000065747
47	-0.0000065931
48	0.0000065789
49	0.0000001641
50	0.0000195088
51	-0.0000065939
52	-0.0000008576
53	-0.0000065768
54	-0.0000001443
55	-0.0000006125
56	0.0000205025
57	-0.0000204086
58	-0.0000217232
59	-0.0000235630
60	0.0000204074
61	0.0000204827
62	-0.0000216966
63	0.0000008475
64	0.0000008582
65	0.0000008521
66	-0.0000008511
67	-0.0000008597
68	-0.0000008371
69	-0.0000008555
70	0.0000195739
71	0.0000197027
72	-0.0000179427
73	0.0000055634
74	0.0000180259
75	0.0000055345
76	-0.0000196647
77	-0.0000055126
78	0.0000055657
79	0.0000055429
80	-0.0000055630
81	-0.0000216815
82	-0.0000059718
83	-0.0000008468
84	-0.0000001554
85	-0.0000001419
86	-0.0000279742
87	-0.0000280046
88	0.0000245870
89	-0.0000279652
90	0.0000244719
91	0.0000001735
92	0.0000008560
93	0.0000244807
94	-0.0000280039
95	-0.0000279339
96	0.0000008592
97	0.0000008511
98	-0.0000001736
99	0.0000001868
100	0.0000204071
101	-0.0000280894
102	-0.0000244717
103	0.0000001493
104	-0.0000006010
105	0.0000006222
106	-0.0000005942
107	0.0000205022
108	-0.0000006230
109	-0.0000006140
110	0.0000006109
111	0.0000006240
112	0.0000005976
113	0.0000006139
114	0.0000204607
115	0.0000008596
116	0.0000002000
117	0.0000001462
118	0.0000001524
119	0.0000001613
120	-0.0000006203
121	-0.0000244952
122	0.0000002066
123	0.0000204777
124	-0.0000245280
125	0.0000001577
126	-0.0000001442
127	-0.0000244578
128	-0.0000245409
129	0.0000001612
130	-0.0000245134
131	0.0000001563
132	-0.0000245441
133	0.0000204453
134	-0.0000281024
135	0.0000005968
136	0.0000006100
137	0.0000204918
138	0.0000204227
139	0.0000000000
140	-0.0000244647
141	0.0000204451
142	0.0000204469
143	-0.0000001426
144	0.0000001417
145	-0.0000001484
146	-0.0000001472
147	0.0000008383
148	-0.0000008431
149	0.0000204945
150	0.0000008382
151	-0.0000008400
152	-0.0000008412
153	0.0000008430
154	-0.0000219306
155	-0.0000008435
156	-0.0000008479
157	-0.0000075870
158	0.0000204632
159	-0.0000204209
160	-0.0000008495
161	-0.0000219844
162	-0.0000008455
163	0.0000219738
164	0.0000204313
165	-0.0000008456
166	-0.0000219536
167	-0.0000008429
168	-0.0000008507
169	-0.0000219783
170	-0.0000008441
171	-0.0000008384
172	-0.0000219054
173	-0.0000242348
174	0.0000242567
175	-0.0000242460
176	-0.0000008442
177	0.0000217046
178	-0.0000008377
179	0.0000008383
180	0.0000008414
181	0.0000242089
182	0.0000014437
183	-0.0000236584
184	0.0000015118
185	0.0000013925
186	0.0000013828
187	-0.0000279729
188	-0.0000280729
189	-0.0000280814
190	-0.0000001787
191	-0.0000279635
192	-0.0000279598
193	-0.0000001673
194	0.0000001898
195	0.0000001780
196	-0.0000008464
197	0.0000216592
198	-0.0000279703
199	0.0000217318
200	-0.0000008474
